"month","PPI"
169,106.9
170,107.8
171,107.6
172,106.4
173,105.5
174,105.5
175,105.5
176,106.3
177,106.9
178,106.9
179,105.8
180,104.9
181,104.3
182,103.7
183,103.1
184,103.4
185,104.1
186,104.7
187,104.6
188,104.1
189,103.6
190,103.3
191,102.7
192,100.9
193,100.1
194,100.1
195,100.4
196,100.9
197,100.6
198,100
